Blue Light (Forward),Blue Light (Reverse),Radio Waves (Forward),Radio Waves (Reverse),Red Light (Forward),Red Light (Reverse),White Light (Forward),White Light (Reverse)
38.113052,15.239168,201.50407,80.85483,30.738089,,81.216705,31.91337
169.21309,31.458702,153.71939,514.4714,46.330322,,121.19364,88.79318
132.77603,39.667557,106.94889,332.19656,146.56924,,91.76761,16.04436
39.911736,14.196992,133.41022,190.94223,202.84454,,69.27021,59.441277
188.13942,60.833374,148.96608,276.78516,264.07642,,37.63852,51.711464
190.7162,0.40469033,34.325394,175.02277,167.73282,,41.073513,230.79373
46.401768,2.4931734,194.31094,80.697105,83.81651,,54.212128,12.5307
129.16231,14.699819,197.19473,114.2813,129.43979,,75.93033,28.547333
127.218315,8.471642,110.88798,122.62223,111.58892,,52.893112,38.066025
64.63578,55.532936,141.44264,102.931564,46.171814,,152.74261,45.181683
47.34292,59.019558,138.5981,99.401764,7.701841,,119.47515,12.690421
5.5241327,4.125219,102.49553,41.802372,33.18621,,40.879364,207.7332
29.838276,40.890793,63.106388,11.776245,101.245926,,2.7496073,24.046293
198.48808,10.800451,103.41331,129.84976,88.781136,,129.14467,53.159813
21.014563,5.1817236,173.98808,179.1797,132.8929,,51.242172,74.66175
31.24956,69.45448,98.50828,105.86266,75.62405,,181.16017,9.416568
3.300297,36.646095,35.924572,23.637754,45.787697,,236.8,14.982225
61.781727,50.356766,172.32536,26.365496,56.45585,,76.155396,53.953674
18.784277,36.663345,16.001184,19.763777,182.06732,,87.77316,39.36457
179.77649,3.6431732,28.675545,78.131935,200.39948,,98.8331,36.78266
6.271639,18.210907,30.906878,74.094536,67.904755,,95.78106,75.261024
7.714472,20.254957,85.93019,14.192321,18.037235,,90.397545,73.48457
16.102592,23.223986,209.66429,27.349764,24.323935,,60.50692,25.031843
37.458317,54.021187,43.001274,51.112938,117.87727,,134.46368,14.253598
105.93947,32.954212,32.26037,32.889706,49.330837,,151.44334,44.699223
40.017834,14.54028,8.886635,75.05045,37.099556,,67.77965,198.46185
30.71539,66.00579,30.855742,29.914242,112.8313,,69.03623,298.6727
62.10621,22.874254,78.264046,163.9521,71.58432,,31.650038,397.99075
7.4007416,3.5937867,57.938107,104.95973,26.927826,,68.15801,223.03238
178.9152,3.1234307,63.8117,370.4643,15.916818,,86.57701,223.94768
44.468487,20.826725,16.184402,317.56607,16.207436,,69.07979,381.44965
172.83476,7.581077,32.373756,20.842413,54.169167,,123.06873,132.74083
16.887135,3.103976,55.658318,27.236406,155.98808,,130.79721,38.00533
11.845238,74.45307,87.70426,26.056854,81.0534,,84.52062,55.86382
156.3857,47.846283,94.92409,14.746312,15.728187,,38.025585,48.909992
166.11111,9.113902,11.866949,47.08222,55.371494,,45.52203,76.43572
133.46361,16.815212,38.48484,24.805483,30.209995,,105.66404,22.22551
150.56639,12.37735,72.997986,150.36583,57.743282,,90.69304,8.08018
18.035473,56.713413,27.623062,80.88956,58.813152,,108.96637,77.19625
22.701647,30.514765,12.177435,57.644043,4.8279724,,92.06832,62.59034
17.66181,3.1895833,23.221308,538.2445,38.43026,,55.02088,219.42485
80.59638,60.433716,79.97279,48.131107,43.863377,,93.061195,309.24768
24.179682,3.080589,160.15506,25.330296,35.613823,,77.60731,176.40907
170.32108,2.8404408,207.64055,110.12354,45.930653,,98.798744,16.743713
50.32408,7.653304,257.41016,213.34329,20.822975,,164.84059,168.54436
20.115532,2.0096009,150.85686,108.224014,31.057304,,133.40678,239.28786
16.647083,7.209157,94.180435,57.08594,3.7361126,,22.014433,165.2859
32.95253,22.394167,114.82153,478.6894,14.047368,,5.4020796,119.30414
23.661829,5.1537952,58.47295,534.4928,25.619637,,5.382065,23.863514
19.134926,49.061436,36.585167,458.95242,29.726149,,12.5153055,119.8283
149.01859,38.82648,11.862557,432.2938,16.108147,,37.907337,49.029514
31.242714,24.266912,75.722626,9.908163,64.95238,,35.354687,95.23191
38.411407,30.913,87.72999,19.54346,3.67602,,26.226246,15.450965
95.13729,1.3478822,156.36363,51.787804,54.185562,,107.285904,150.66554
188.2139,21.819977,220.48114,21.488585,35.853344,,12.391595,331.5389
183.04382,16.900343,157.2997,20.494667,19.236862,,118.97348,225.01445
26.392307,70.36629,158.63348,85.170364,43.56758,,141.09492,47.468533
31.15326,26.988344,179.07857,15.57359,22.238358,,88.25711,39.751835
75.43634,8.736559,135.0016,46.19032,9.753932,,100.38664,362.78546
84.97266,4.5471416,246.66867,74.05496,4.998172,,68.37179,327.9161
21.598707,2.170512,296.0367,43.840633,37.450996,,34.090942,4.2855363
139.98843,3.5419042,223.85622,52.525623,56.362316,,166.23233,72.13602
1.3698878,40.560852,334.70422,47.34924,32.419296,,176.56436,21.243898
5.629948,24.629772,37.605473,62.736874,40.991577,,93.03343,54.077904
5.9430227,12.455253,43.24692,38.342205,71.71553,,44.737267,118.30992
152.58968,6.0998306,159.50584,35.100967,13.743061,,47.57663,18.103762
23.436367,4.0851946,56.435604,69.44215,4.236663,,74.89137,15.613556
40.374634,49.51431,81.16075,27.652866,2.1302936,,128.41106,40.352245
7.085213,42.962547,103.27173,21.134207,45.111546,,133.74168,38.54531
32.751034,7.038339,26.320276,32.367954,29.920649,,114.422676,14.900518
6.7104983,44.54764,65.482086,31.247807,4.626369,,101.84331,12.474068
4.4924645,43.31843,35.23668,7.6365438,9.615903,,195.71754,27.705599
90.32666,53.153973,302.56317,3.9768825,2.906342,,205.7391,11.15583
143.2904,51.53993,200.33241,7.973841,84.372604,,152.61641,65.74663
55.38778,21.771147,6.3736467,55.610996,85.822586,,146.10977,26.902674
28.41369,2.6002839,85.84361,28.48969,38.089443,,65.26032,47.98295
6.00519,3.9493132,245.50667,12.152734,83.29052,,74.55807,85.119965
29.665884,4.49264,105.96993,25.129091,157.38882,,80.03794,65.39556
191.77588,3.449064,313.18433,5.4921064,151.11024,,38.850746,18.403814
112.27657,19.66542,322.6305,13.746692,140.45642,,105.13973,57.534046
43.021675,25.02785,45.553764,15.201271,73.77487,,213.93376,72.33289
45.89343,20.381796,30.241747,34.339733,10.059363,,97.39559,27.165077
1.994324,37.532936,60.01854,77.690475,34.404182,,96.29882,9.298947
11.652729,7.991569,5.3219676,47.979084,2.2549763,,135.08598,201.16698
13.237101,31.710085,7.535694,65.198746,2.233007,,9.756922,245.03922
14.036356,33.19401,17.884329,12.157088,23.571354,,59.705833,105.21783
109.32934,4.8150682,42.704685,32.322124,6.679743,,120.000175,235.85126
188.05194,23.705994,29.698149,135.28415,56.386684,,29.811125,373.89465
40.53304,18.685053,42.269367,24.395899,57.70798,,79.96299,210.97342
27.015196,16.932455,92.31574,98.344444,66.39337,,95.31467,113.87652
4.6176357,16.549646,60.29628,129.28273,67.769485,,41.206024,159.69849
16.264917,10.849089,194.06645,32.355793,133.17941,,68.61261,157.10097
21.86046,43.960815,287.90524,38.365524,89.32817,,76.01902,149.20738
57.43442,4.4173584,437.9137,46.96911,220.48727,,54.079807,16.578068
92.200615,20.563337,409.65073,77.586586,215.7877,,11.383811,161.01794
39.047356,29.072975,270.70685,36.89449,110.02617,,23.413738,418.01944
201.90869,29.691267,313.6616,8.485874,104.37128,,42.202164,65.71958
26.224583,24.073984,445.66208,28.20372,101.143776,,27.39949,245.09016
22.536669,27.100384,501.47562,69.71917,39.715233,,29.85267,359.7198
49.182213,7.7137284,379.7378,103.70712,29.857151,,31.007565,132.20155
18.502113,9.875195,241.59387,76.2459,14.356001,,6.79774,22.520348
60.795193,26.95773,118.3756,18.833652,14.250432,,35.30396,22.670145
56.150425,6.217107,30.482222,23.099516,149.57567,,5.392863,12.601928
114.567116,6.190011,27.812662,45.359768,155.57909,,33.376106,14.330609
118.50306,10.352653,39.39674,25.521269,124.17833,,23.891808,4.707031
6.1180873,20.91994,42.664547,46.30325,31.022306,,128.57448,55.038414
1.102191,7.77664,65.58169,5.7263417,89.16308,,184.67584,40.591534
11.275954,4.0696735,63.62705,40.644016,225.16237,,406.46158,255.5998
11.836332,5.5089297,28.783512,167.84938,175.75409,,182.94069,121.777214
18.671968,2.1942177,69.19858,148.13846,95.10973,,169.30841,35.73735
139.81006,39.974937,105.84664,186.07816,121.96435,,47.11316,15.513092
21.327152,40.323586,57.162483,309.24927,50.764755,,220.6984,29.7271
12.669031,56.688286,18.682858,361.59717,1.7924812,,261.992,99.213615
52.874805,48.486404,221.80463,173.46063,10.428939,,196.23488,236.23122
106.93512,32.35896,71.964005,150.3005,111.89378,,118.26812,300.91696
2.9989426,1.2861248,45.178703,251.70673,36.097332,,123.99652,241.23499
3.6707106,3.9124222,68.13988,270.76843,38.340828,,124.86575,87.6194
39.020973,26.666416,80.07426,275.07812,50.930336,,105.4248,19.016308
84.820885,28.958908,58.390995,100.70824,3.5787942,,166.7026,58.591034
59.50134,1.2936324,67.39327,66.31755,7.1350827,,148.16742,26.022898
38.99054,44.81027,259.63376,48.10679,13.061109,,15.395192,181.3897
26.545376,33.79625,350.9962,98.78947,108.2733,,62.352715,333.4084
9.385092,3.7692215,348.2634,32.846657,259.44342,,232.51009,239.8631
6.8011107,8.855341,126.36327,94.03037,175.60709,,95.612206,49.922585
11.463504,19.09129,383.0458,31.303444,120.41429,,38.329662,52.714775
14.892413,5.062857,349.91147,27.57468,172.57004,,70.07475,331.52908
10.059609,6.4341874,315.70874,42.43522,27.358475,,106.19099,216.25682
4.771333,73.70703,331.04788,46.612217,167.08539,,135.23756,174.48804
9.315543,49.625835,192.04253,87.05293,413.07913,,12.668309,251.86063
21.737532,6.2491903,121.80158,39.57742,418.70737,,104.50159,65.77981
23.939585,21.994331,141.07486,207.3058,410.96136,,80.51643,70.878204
51.922054,23.90065,127.95689,297.89597,400.25024,,32.080746,142.10976
62.213833,49.389744,109.397995,290.03088,293.41876,,63.23003,111.39785
2.3315191,27.66202,40.521107,376.5804,85.03882,,68.30636,368.61237
20.578447,33.461586,50.4565,219.08809,71.93131,,26.46908,74.95236
72.205795,11.397854,181.54669,4.3948913,118.98025,,89.41836,173.27522
52.48468,22.0993,301.34903,57.493282,98.0703,,114.93618,129.3741
7.145428,4.3763595,192.39247,47.08245,51.156788,,151.52217,17.671705
73.08868,38.658882,229.22447,70.67927,8.473224,,83.06968,78.8711
40.67252,44.76707,246.5343,178.17966,2.8426898,,19.350122,162.3209
23.306,5.4011197,268.71606,67.50697,114.27584,,48.84976,235.56871
47.58268,6.810983,364.98035,60.93634,258.47046,,18.365416,105.48868
36.728664,8.480329,321.65125,135.49904,230.04272,,124.537476,35.374676
12.24858,7.64281,275.59634,52.82399,156.30856,,71.855064,97.07104
31.88778,1.1473507,278.55084,66.70825,130.7731,,20.984182,105.18345
111.73432,11.912428,411.70096,106.74599,75.96829,,92.45152,15.206573
84.02611,40.681793,491.59192,101.53119,72.17822,,76.08911,148.68085
3.1708927,15.052475,433.94104,102.94432,85.9247,,67.882706,185.9236
71.50433,40.446556,554.15356,574.6144,75.83608,,123.97205,74.744354
2.5713217,1.6834306,582.626,430.05206,183.14633,,97.552124,38.785183
11.451148,7.813771,524.26886,497.16403,235.59874,,15.630871,19.377996
191.63496,7.3295965,529.75146,95.45703,198.55595,,119.81923,43.32758
55.030113,49.2824,491.9686,33.641655,199.43083,,109.17231,16.818235
11.902658,59.436687,470.92307,331.11386,189.88815,,152.91289,55.241875
26.36628,14.452488,339.7464,28.424925,179.04956,,84.84702,55.09708
28.569029,1.6794347,260.84277,20.360216,144.70229,,47.51951,15.850228
126.79966,5.4648433,241.15181,98.97971,138.13751,,49.838,96.37584
24.53498,7.821157,509.68094,21.667055,202.24724,,34.923008,300.89188
2.2683072,24.134579,504.37305,58.12706,264.27634,,32.816715,280.45154
26.384705,0.71244437,396.85074,7.690101,151.19109,,16.466957,294.47092
24.753685,2.9508011,372.49078,35.4639,67.281235,,11.990254,198.66917
94.83673,18.498333,427.84186,355.62524,103.59721,,37.196037,156.70573
111.48501,1.9380493,514.5368,263.91028,103.40438,,16.626482,408.5261
9.370877,13.158678,395.7016,24.234661,39.751118,,33.92722,532.7311
58.632107,24.223345,150.37146,240.39833,9.983693,,23.442184,383.065
52.753464,5.0575523,372.99402,254.23615,26.830215,,22.613356,335.97723
6.7444496,16.78129,484.9639,154.15134,100.29617,,47.6388,125.03441
149.1469,15.537357,372.49002,155.8778,187.44481,,54.737473,207.19307
23.105885,29.415543,420.49207,187.78485,190.25432,,35.267662,21.627201
42.88372,35.58772,429.61404,215.06537,65.51664,,23.754725,31.524214
15.519319,6.207032,378.94217,441.21494,90.53281,,59.944187,84.300125
176.40466,27.638176,264.31216,579.65076,132.19803,,70.726395,187.81126
177.11964,10.072495,150.63158,155.948,131.9705,,31.726076,134.74304
5.591525,11.666557,235.84723,135.2114,158.69713,,40.903446,51.370224
8.242408,2.2181609,353.27106,49.149742,145.99991,,41.62526,30.655712
3.7014716,27.466993,391.36673,97.297966,124.035385,,3.889338,24.684126
10.400459,27.807941,566.20776,19.779732,68.15163,,41.786015,3.2478235
5.2731857,18.766636,565.2931,8.842805,27.495771,,8.565884,74.66609
38.869877,2.9590025,361.20395,437.49796,123.84974,,32.106575,208.33366
30.845488,13.785305,214.90373,427.67496,270.76212,,39.364468,23.162361
4.6222157,54.178677,362.5796,22.525452,245.03174,,17.08578,11.246011
91.636665,12.0377655,493.34232,24.120684,172.77013,,23.027166,56.822147
12.454321,54.427746,383.20117,19.60916,97.896576,,32.34617,6.8412266
1.1885984,58.385796,373.77158,20.46526,50.10828,,47.30351,23.269844
13.145265,12.11388,188.83421,23.978134,36.53033,,62.260952,27.148214
161.25285,6.969128,553.26025,6.4464927,42.090103,,57.16586,18.92147
147.06223,20.838234,565.449,15.731791,115.18804,,36.176304,6.418414
30.65575,14.291609,429.75644,12.62648,94.97935,,91.43881,54.812542
190.63846,58.208183,386.39313,52.24358,24.774818,,37.273582,13.205136
162.9204,22.572916,541.86615,31.266287,88.11723,,5.2128305,37.596348
149.92546,45.4837,482.73523,94.77971,83.23083,,26.277054,46.95808
21.857298,48.86706,180.93776,36.042408,153.66179,,13.770104,20.784014
195.42235,21.817736,240.78229,13.689396,241.84366,,33.001537,18.0953
61.32866,24.98132,196.43575,17.226347,204.27826,,15.843428,7.8605094
35.327156,5.57064,25.89577,36.981182,275.39743,,3.6927605,55.29042
23.446096,32.103653,33.31923,8.923975,254.81879,,12.89747,93.90329
25.261166,35.333775,132.42905,3.259681,227.16898,,22.848772,17.355038
0.65425754,49.443363,144.98196,9.557007,162.74408,,127.07541,7.925708
6.947695,60.621178,500.26746,13.1300535,74.3473,,16.042074,8.732335
41.91118,3.404574,222.18442,61.119392,144.77739,,4.8039093,12.316381
190.77554,28.716589,30.811966,25.935335,212.22614,,14.427359,15.161795
35.65149,14.340064,43.198494,10.1427965,148.35033,,17.222727,40.784714
91.09631,1.7236813,48.72841,53.65173,70.10815,,56.601734,53.112762
1.4527432,11.25514,174.79147,14.818306,77.8315,,12.065448,50.1409
25.77908,1.7227513,195.14337,69.20109,154.00284,,42.536404,32.296364
45.291473,1.2823955,93.07633,45.477,185.63069,,10.798592,33.374744
37.75869,26.324497,102.335106,41.318523,138.81766,,43.041786,6.341596
38.36971,91.002815,529.50433,18.29299,116.45249,,86.681564,11.650588
20.74842,16.488068,399.1265,19.215855,77.13806,,56.902607,28.735188
21.340977,27.101503,254.65317,7.535352,68.72777,,79.639984,59.878815
40.437157,92.28989,183.34132,6.350096,29.050407,,26.591091,12.420355
23.314404,12.512541,150.36652,13.456705,60.646057,,15.652952,72.4644
10.888795,10.6639595,324.72217,19.888592,92.481285,,27.693768,41.03079
34.80197,4.784145,262.44998,23.196993,35.217037,,22.408657,191.70459
7.1683545,6.091805,61.835197,23.459753,33.220825,,35.60344,486.56723
179.51453,3.669463,27.62098,24.284012,204.90431,,52.316715,525.2192
46.741623,1.3960563,158.70798,4.5810986,18.302277,,24.07277,459.82837
53.319073,67.70268,88.068275,17.756247,50.103855,,44.74519,259.3177
52.30877,61.850296,154.16711,44.448586,103.9795,,14.254103,53.028046
48.80468,22.948689,353.3198,43.961132,74.276405,,31.181082,75.39125
51.887432,11.653792,150.54839,16.950174,32.285313,,5.3057237,22.220242
95.39861,1.0380627,32.08107,60.283894,61.07371,,118.27943,7.180857
95.424675,8.088106,92.20363,43.07912,151.14114,,137.48213,13.208543
28.654274,11.179061,110.58975,31.677298,122.411896,,163.625,19.696882
50.976517,28.265488,231.9419,49.64729,121.72386,,205.76762,15.326969
84.136375,37.78063,293.71033,18.933126,71.88742,,106.00587,36.20324
78.236725,38.934155,358.63135,16.906075,46.904434,,11.980101,35.79964
46.72125,1.4560639,265.1789,39.99768,43.758537,,25.429018,71.34414
5.8786864,8.720904,217.43457,42.650646,80.29264,,17.162489,63.59801
78.33684,4.630381,250.60524,46.767216,64.575165,,73.186676,65.01238
2.650692,37.05103,214.58017,32.524555,102.902695,,68.62152,25.987293
18.03904,43.00192,173.74037,30.606424,61.074127,,126.14434,19.908348
24.197178,4.8878736,274.3962,3.922914,16.483355,,103.16446,9.815288
84.38863,15.863485,230.63107,112.732346,20.03272,,69.086685,34.420856
91.238625,3.1243074,28.744894,97.73641,62.065094,,39.095154,19.74879
127.608475,21.215628,115.4585,80.412476,140.08084,,78.456635,56.361088
122.179825,25.013498,227.75175,99.873535,94.82131,,206.77821,3.8114793
4.7943263,1.503796,541.9146,250.94133,36.30645,,153.8988,13.483269
104.27097,67.29093,373.2723,377.97574,67.43354,,68.24887,20.157326
2.8066607,23.58866,33.45816,243.29689,23.542221,,66.90224,10.0477
4.219377,3.4302044,198.26886,20.77963,66.74992,,69.03041,4.441553
47.376434,3.376494,319.81113,80.19569,32.881664,,109.15502,33.75691
71.95375,5.666242,312.461,70.96399,21.666668,,36.380325,107.292656
5.759157,14.399426,247.97986,294.63376,118.999725,,103.4066,12.374054
2.6999533,20.90607,217.66345,384.62128,95.107056,,133.26653,40.865273
3.5580623,10.055595,206.38098,451.28946,96.37373,,38.133854,64.147224
0.085633144,3.4902828,356.907,281.19318,175.72589,,19.774454,29.806055
4.817503,19.637434,358.11108,92.09434,246.26842,,21.37615,30.363766
7.5257573,62.4606,267.3462,188.29443,204.64273,,5.3622603,11.29678
149.30952,1.8992695,381.3965,57.31061,95.29251,,155.91934,35.234615
145.00558,1.955677,296.7363,34.13414,42.41388,,145.30774,23.536537
29.342558,45.479183,204.90085,25.2146,38.94908,,13.898303,47.210358
148.45668,12.801311,228.21718,90.60002,56.59986,,130.86728,79.80496
7.992977,25.344687,157.5816,33.652164,85.19589,,96.99944,78.3105
64.67424,3.333068,88.31443,12.466744,129.33885,,38.400272,101.10845
34.30937,6.349533,4.8505073,13.291822,143.31764,,68.75015,57.558285
16.55629,11.279726,23.268248,275.50845,52.040005,,23.733112,48.813114
20.956562,4.883563,17.567991,221.25002,21.557018,,52.968613,134.806
14.328574,116.157745,6.6629925,64.38163,56.93508,,212.28609,122.252464
150.72018,117.48308,23.551678,8.752614,21.698927,,228.4968,72.68896
162.08415,4.095373,42.68516,7.101544,27.109295,,20.113806,57.042385
45.039772,4.7983,70.89758,2.530966,38.602478,,108.06546,35.480637
19.189894,22.371334,55.088608,67.97955,33.765137,,150.14413,21.399261
24.85517,48.601772,29.340134,12.258418,38.96587,,121.58894,17.701408
49.24067,26.60655,155.84267,59.969364,26.80673,,133.78331,34.156513
184.92097,1.3943608,202.81653,29.298784,85.95981,,65.93121,181.00082
17.538593,63.547115,76.20428,64.19696,22.915813,,61.357735,14.921383
12.441988,89.88826,121.649055,111.85079,55.788208,,34.190063,44.583023
45.235386,96.53412,123.64389,6.1610723,23.984276,,142.53922,51.2554
6.8473916,53.98596,133.44737,40.08872,36.9143,,175.53764,66.1624
10.591296,108.43622,115.34843,36.55733,59.197315,,89.17209,25.694088
91.5696,100.22042,255.8965,21.717987,82.12785,,44.352257,31.506521
63.151978,42.950718,26.308691,85.85003,162.68103,,39.153976,16.357553
21.337223,39.42908,236.57706,36.37799,94.99794,,18.253418,8.851357
37.68991,21.243618,475.11032,8.939907,6.5276504,,298.7671,200.19347
79.50933,21.4898,364.3922,100.74777,51.03111,,330.67468,355.56378
11.285952,25.753008,497.749,94.65689,73.26411,,10.324242,434.8652
22.635355,8.014589,435.76938,28.142546,48.39398,,10.471701,341.4011
11.363653,6.53017,214.89941,26.12899,81.94834,,60.62359,206.81306
60.968163,10.01386,93.52461,25.216068,197.20901,,28.901562,147.7034
34.233555,63.72145,136.66139,13.279614,202.50423,,16.175848,132.34215
31.628178,12.775123,286.32492,32.644676,181.69604,,10.156886,178.75243
126.004684,5.2435694,123.35944,39.508266,225.71103,,22.420416,167.08989
21.25491,12.894965,388.0548,14.325911,287.82822,,49.929405,196.25775
12.932138,33.709084,529.20447,48.33772,322.3411,,36.321938,54.53655
14.982007,31.062607,218.76938,8.859333,147.44377,,87.811615,22.849642
53.62488,39.02251,494.5581,68.3736,101.18029,,19.550909,65.220955
52.05239,7.3885765,302.82523,28.197453,155.26196,,44.03336,30.007969
0.95152694,7.167442,249.13611,48.95011,225.93433,,90.37813,76.6675
175.95854,39.60537,162.05789,68.962814,245.8127,,53.162308,23.143614
178.73677,9.270459,182.58063,127.79114,181.53891,,40.530533,9.572138
72.85483,74.867386,288.43082,157.1689,150.06068,,53.770405,28.44127
152.45068,65.62582,422.9947,353.22488,52.95128,,18.351536,12.062521
49.496696,5.731765,372.21396,344.97488,33.252106,,87.888916,19.413925
25.426968,114.10704,501.8307,241.15828,45.426514,,164.22798,37.72119
17.443098,43.401066,445.53873,323.01584,4.62381,,120.88342,58.410934
225.2066,82.268845,80.21546,265.07736,44.523914,,22.912998,19.055374
219.43675,24.919004,188.25702,115.38693,68.23631,,298.58963,14.805198
7.4433184,54.83293,428.63678,18.642641,70.8679,,372.2472,8.252669
14.86214,26.81877,592.68396,52.391777,45.752483,,137.63838,19.355743
63.94707,78.63148,477.264,86.21074,23.496565,,42.282955,24.534369
97.47772,50.735558,381.89627,108.514694,12.273322,,162.3451,13.6626
18.979183,31.074612,339.6156,20.118792,97.5005,,153.81836,25.765335
22.744314,26.371765,297.6601,71.96476,65.640114,,100.95152,30.764502
24.344332,4.872507,440.41318,23.744726,127.15402,,96.03648,21.792545
6.414151,8.148666,437.0174,129.18814,210.68117,,14.716635,4.074955
43.82139,27.959927,424.99307,113.74182,89.50998,,104.79946,3.4037998
9.155908,29.027283,483.2585,17.050514,40.496475,,135.12312,21.235695
4.2090516,73.19061,323.9799,13.724663,12.785533,,113.80946,12.554452
80.38149,8.070817,290.8162,106.10278,32.40059,,116.38122,29.964956
82.13757,18.251472,155.16322,446.1436,6.3621197,,94.553795,34.5138
5.508425,41.947353,103.79627,474.4199,36.59352,,82.03352,6.4288692
22.99498,22.717384,338.08414,42.177944,13.16743,,42.752785,28.030844
25.789675,139.07051,360.41867,7.448636,27.69494,,88.182785,31.783125
142.75192,4.278872,355.7101,3.2673018,47.90989,,122.86146,27.989588
100.26399,25.52855,578.975,44.97924,10.351124,,71.30974,17.048714
2.6143062,35.92716,569.72687,8.380658,59.35837,,191.03146,27.341835
33.901028,34.471478,352.99197,44.246937,128.21794,,194.19464,57.967686
17.247519,0.7198927,312.00085,81.37244,40.92961,,31.516243,5.3092766
30.905144,18.481558,341.74088,148.77744,18.185417,,25.738314,23.628231
2.3712125,28.014221,384.3336,28.233463,135.87952,,38.362984,41.294594
7.1150703,7.7688694,311.45657,38.759647,141.52943,,86.81599,51.853054
3.3406274,1.7534589,300.5645,59.22401,149.40211,,109.91667,55.080585
72.124565,74.8657,386.2955,73.34975,105.03256,,154.12573,35.679306
17.076809,73.69037,340.52106,145.0118,74.41502,,109.05728,25.23388
42.310986,16.73016,151.51819,99.596825,146.40904,,74.84242,79.82148
16.075054,142.02852,345.9964,9.790527,118.934364,,84.936615,38.900867
36.403557,3.9916065,363.40717,31.13183,131.79242,,69.776215,42.541313
24.996702,12.666153,231.70688,66.502594,140.93251,,55.794983,29.70101
133.74458,32.216373,330.612,337.6527,122.26289,,122.83779,89.928665
14.669623,66.61636,580.2962,412.56097,265.79807,,149.79861,3.6275716
90.772194,21.982744,565.3172,355.4006,193.85431,,80.20331,17.24424
82.30173,5.5178633,358.02383,407.37207,54.98126,,145.25365,52.479546
53.13501,2.7407699,391.4791,365.07047,49.581924,,147.52525,39.931934
51.202484,128.22618,430.02435,118.12658,47.984188,,19.796211,3.8965368
6.9676027,60.11289,498.05884,433.07968,53.00576,,109.95542,19.888865
22.127544,53.788036,511.31494,580.9727,55.566677,,125.247345,5.9322205
10.14283,8.335721,271.5255,448.2248,173.16487,,141.22015,50.128742
48.293022,10.309258,16.99032,501.6485,147.56667,,134.92627,43.991528
214.16025,44.373413,79.938126,336.81967,79.69962,,93.27962,14.803381
107.490776,4.148976,111.62573,152.70438,144.30083,,2.9039333,94.35128
43.761166,2.6334288,67.48533,138.36977,124.42212,,12.109686,54.895992
1.0840613,3.8239222,145.88133,85.37417,50.051613,,14.164098,63.311554
12.042483,73.291466,104.41598,25.942207,22.689224,,136.53496,73.67521
53.560562,53.210144,43.776474,71.13577,158.65695,,83.199394,5.046037
42.66538,13.521736,32.381687,9.89164,160.66298,,2.1608975,29.205477
14.967368,10.664046,45.079964,94.54382,61.147957,,20.708466,6.9453716
15.404295,20.36408,67.60706,97.439186,70.787834,,16.811892,3.7047656
43.55177,11.689216,40.176254,156.8746,40.51347,,207.58232,36.42164
40.577656,22.476309,79.18048,26.054201,57.733356,,160.27328,40.844223
127.65227,4.1002417,83.17194,21.654953,74.93017,,32.31795,64.808205
44.063004,63.323963,26.499035,45.760796,9.909284,,21.045303,5.8256674
36.902634,74.14198,20.92733,211.95755,41.39808,,23.991821,52.377827
15.124995,15.175453,124.147705,515.1183,31.28106,,15.736651,11.6228895
92.64933,21.420845,108.64563,594.32587,22.931257,,33.302574,9.756668
48.630352,8.257593,51.61856,555.4662,29.38165,,37.8476,12.444138
80.56017,4.336722,68.91724,495.43384,58.08937,,9.732692,33.886456
80.61449,143.96928,153.98717,376.7185,26.48439,,89.26203,33.64446
2.750463,91.83627,111.458595,387.14758,29.668182,,59.834995,13.865179
92.90831,32.880173,18.03167,365.39328,25.950207,,196.42203,56.96105
79.98861,60.9976,38.07374,180.45908,54.14514,,101.110054,10.479901
26.809475,46.40586,191.51662,253.46101,11.692509,,83.67387,87.85102
17.524166,12.111034,237.46588,353.66156,19.169897,,112.54463,197.21419
2.9664097,26.812256,358.67548,253.44707,48.761974,,56.31583,330.02533
8.288374,12.901106,328.40247,226.6151,18.612732,,141.39352,366.43936
24.136236,11.243681,240.99332,217.0648,12.58543,,107.775635,293.55392
32.108967,14.064697,298.0838,176.50125,124.587105,,109.74732,357.04895
10.335088,5.62253,270.51282,137.74695,78.842636,,80.40789,380.37677
2.8084016,4.87358,308.24832,37.89679,59.081726,,66.02577,253.9413
3.4440558,26.89461,255.67938,8.177345,57.70865,,168.8188,141.50029
156.83923,6.323307,136.81607,33.72257,32.71807,,286.13013,157.96597
161.6949,37.334324,146.99348,82.745895,55.884613,,86.742226,191.27942
12.088824,3.3436785,222.59868,27.313755,6.779264,,27.663725,171.50476
6.0490975,9.46057,191.05687,85.27307,11.072515,,46.44043,27.611893
168.5783,6.373486,97.840904,39.86827,5.539091,,34.478775,84.34654
14.487866,10.225922,137.90497,196.50368,18.321327,,7.0279675,73.29724
6.5487175,6.4621153,201.84192,261.13123,4.3695116,,31.71229,45.140896
18.7377,9.211767,133.4141,214.4555,17.832104,,63.90851,18.635569
4.4756126,5.4344864,409.94135,352.28897,20.078117,,116.44604,156.55748
34.0341,14.467904,597.38245,410.34995,19.950987,,37.131416,377.76947
34.777344,19.388208,556.80304,304.93585,11.036284,,14.695445,313.6794
15.696519,78.09697,539.5547,43.856026,13.677241,,77.00558,22.000822
